VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,extra,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
1,2023-06-29 09:52:50,2023-06-29 08:42:41,1.0,3.9,1.0,N,90,181,Cash,0.0,4.54095475694952,0.0,1.0,23.1,2.5,0.0
1,2023-06-29 09:28:54,2023-06-29 09:03:11,1.0,1.52,1.0,N,188,198,Credit Card,0.0,7.5297892416735,0.0,1.0,17.64,2.5,0.0
1,2023-06-30 22:11:17,2023-06-30 21:52:21,,4.29,,,238,108,Wallet,0.0,3.5671207089719132,0.0,1.0,29.67,,
1,2023-06-29 20:27:17,2023-06-29 20:12:31,1.0,3.11,1.0,N,157,200,Credit Card,1.0,8.178505486536528,0.0,1.0,28.92,2.5,0.0
0,2023-06-30 15:40:55,2023-06-30 17:48:02,1.0,18.4,2.0,N,133,112,Credit Card,5.0,20.92460056199571,6.55,1.0,103.8,0.0,0.0
1,2023-06-28 20:44:35,2023-06-28 20:13:52,1.0,0.59,1.0,N,71,221,Credit Card,1.0,5.869534333787307,0.0,1.0,11.1,2.5,0.0
0,2023-06-30 11:09:26,2023-06-30 12:36:40,1.0,1.8,1.0,N,195,63,Credit Card,2.5,5.248936629986369,0.0,1.0,18.45,2.5,0.0
1,2023-06-29 23:49:28,2023-06-30 00:29:06,,8.26,,,223,162,Wallet,0.0,12.198837463695124,0.0,1.0,49.66,,
0,2023-06-29 13:24:03,2023-06-29 14:56:51,1.0,1.3,1.0,N,153,245,Credit Card,2.5,8.643721768550716,0.0,1.0,24.5,2.5,0.0
1,2023-06-29 21:59:00,2023-06-29 22:17:44,,0.86,,,81,3,Wallet,0.0,4.782735316899987,0.0,1.0,9.24,,
1,2023-06-30 14:48:00,2023-06-30 14:00:25,2.0,0.02,1.0,N,245,14,unknown,0.0,4.941610992217288,0.0,1.0,6.25,0.0,1.75
0,2023-06-29 22:30:04,2023-06-29 21:26:53,1.0,4.2,1.0,Y,234,179,Cash,2.75,2.2883753009297463,0.0,1.0,22.65,0.0,1.75
1,2023-06-29 17:05:00,2023-06-29 19:03:02,1.0,0.81,1.0,N,225,9,Credit Card,2.5,1.9263558756515768,0.0,1.0,14.45,2.5,0.0
1,2023-06-28 20:39:49,2023-06-28 21:43:13,2.0,1.59,1.0,N,157,252,Cash,1.0,3.789219445691654,0.0,1.0,16.4,2.5,0.0
1,2023-06-29 14:10:28,2023-06-29 15:43:52,1.0,0.79,1.0,N,219,116,Credit Card,0.0,8.501869649351361,0.0,1.0,22.75,2.5,0.0
1,2023-06-28 23:34:42,2023-06-28 23:10:27,1.0,3.31,1.0,N,88,72,Credit Card,1.0,13.504629166885998,0.0,1.0,33.4,2.5,0.0
1,2023-06-29 16:35:44,2023-06-29 15:03:53,1.0,0.49,1.0,N,122,240,Cash,0.0,4.417984986049913,0.0,1.0,13.3,2.5,0.0
1,2023-06-29 16:40:08,2023-06-29 16:54:45,1.0,0.76,1.0,N,175,229,Cash,2.5,4.8620261598421095,0.0,1.0,14.4,2.5,0.0
0,2023-06-29 17:29:03,2023-06-29 17:46:23,4.0,1.3,1.0,N,72,104,Credit Card,5.0,5.426258655592585,0.0,1.0,24.8,2.5,0.0
1,2023-06-30 07:33:42,2023-06-30 06:21:42,1.0,1.04,1.0,N,162,190,Credit Card,0.0,7.062190815801611,0.0,1.0,13.44,2.5,0.0
1,2023-06-30 18:15:12,2023-06-30 17:47:32,2.0,2.19,1.0,N,186,38,Credit Card,2.5,4.038762398235966,0.0,1.0,23.8,2.5,0.0
0,2023-06-28 16:53:23,2023-06-28 17:41:58,1.0,0.6,1.0,N,167,82,UPI,5.0,0.131270563259549,0.0,1.0,13.0,2.5,0.0
1,2023-06-29 22:04:19,2023-06-29 22:22:12,1.0,3.01,1.0,N,173,173,Credit Card,1.0,5.128474228028365,0.0,1.0,28.08,2.5,0.0
0,2023-06-30 17:05:39,2023-06-30 17:14:08,1.0,1.1,1.0,N,180,219,Credit Card,5.0,6.984880167299709,0.0,1.0,18.12,2.5,0.0
0,2023-06-30 22:40:07,2023-06-30 22:51:29,4.0,1.2,1.0,N,61,6,Cash,3.5,1.2877266642416267,0.0,1.0,19.2,2.5,0.0
1,2023-06-29 22:21:50,2023-06-29 20:57:05,1.0,3.61,1.0,N,113,207,Credit Card,6.0,8.239296546612302,0.0,1.0,33.69,0.0,1.75
1,2023-06-28 17:36:07,2023-06-28 16:32:57,1.0,0.62,1.0,N,120,186,Credit Card,2.5,2.426787606799384,0.0,1.0,16.7,2.5,0.0
1,2023-06-29 00:04:52,2023-06-29 00:51:21,,6.22,,,113,66,Wallet,0.0,10.502630319325611,0.0,1.0,38.82,,
1,2023-06-29 14:46:05,2023-06-29 14:39:29,1.0,0.84,1.0,N,123,200,Credit Card,0.0,6.765070697750527,0.0,1.0,22.54,2.5,0.0
1,2023-06-29 15:22:42,2023-06-29 16:15:42,1.0,2.17,1.0,N,211,216,Credit Card,0.0,10.351906206065564,0.0,1.0,43.68,2.5,0.0
0,2023-06-30 13:15:36,2023-06-30 13:14:28,1.0,0.8,1.0,N,18,221,Credit Card,2.5,6.606571733809186,0.0,1.0,15.45,2.5,0.0
1,2023-06-29 21:03:42,2023-06-29 21:00:53,2.0,1.15,1.0,N,23,63,Cash,1.0,0.050164319211474795,0.0,1.0,9.7,0.0,0.0
0,2023-06-29 00:17:20,2023-06-29 02:02:17,1.0,3.2,1.0,N,46,18,Credit Card,3.5,9.338454686076542,0.0,1.0,27.0,2.5,0.0
1,2023-06-30 18:55:21,2023-06-30 19:00:59,1.0,12.11,1.0,N,241,66,Credit Card,2.5,11.221375202865659,0.0,1.0,62.16,0.0,0.0
1,2023-06-29 12:36:26,2023-06-29 13:02:56,1.0,2.29,1.0,N,162,181,Cash,0.0,1.7687194893794678,0.0,1.0,22.8,2.5,0.0
1,2023-06-30 01:20:24,2023-06-30 01:36:49,1.0,4.71,1.0,N,147,1,Credit Card,1.0,5.83334757475593,0.0,1.0,27.6,0.0,0.0
1,2023-06-30 22:38:10,2023-06-30 21:47:13,2.0,3.03,1.0,N,262,153,Cash,1.0,0.10977949068231352,0.0,1.0,26.2,2.5,0.0
1,2023-06-29 20:08:44,2023-06-29 21:45:20,1.0,1.93,1.0,N,75,154,Credit Card,1.0,11.193525094158757,0.0,1.0,28.5,2.5,0.0
0,2023-06-30 13:32:35,2023-06-30 12:59:27,1.0,2.0,1.0,N,239,104,Credit Card,2.5,4.534981410034073,0.0,1.0,21.8,2.5,0.0
0,2023-06-30 13:34:27,2023-06-30 14:43:33,1.0,1.0,1.0,N,258,216,Credit Card,2.5,7.236081959109462,0.0,1.0,15.45,2.5,0.0
1,2023-06-29 20:23:37,2023-06-29 19:30:29,1.0,2.6,1.0,N,178,207,Credit Card,2.5,3.789089605566738,0.0,1.0,24.5,2.5,0.0
1,2023-06-30 08:07:29,2023-06-30 09:50:22,1.0,1.61,1.0,N,130,134,Cash,0.0,4.039555191524318,0.0,-1.0,-18.9,-2.5,0.0
1,2023-06-29 22:51:17,2023-06-29 22:17:17,1.0,1.71,1.0,N,95,155,Credit Card,1.0,6.923675255799266,0.0,1.0,20.52,2.5,0.0
1,2023-06-29 16:29:07,2023-06-29 18:44:17,1.0,3.21,1.0,N,134,200,Cash,2.5,3.913602492496757,0.0,1.0,34.0,2.5,0.0
0,2023-06-30 16:06:59,2023-06-30 16:48:35,1.0,2.0,1.0,N,118,153,Cash,2.5,1.335201777338203,0.0,1.0,23.1,2.5,0.0
0,2023-06-28 19:32:28,2023-06-28 18:46:55,1.0,11.1,1.0,N,82,165,Credit Card,9.25,10.99064806662888,0.0,1.0,65.2,0.0,1.75
1,2023-06-29 14:55:27,2023-06-29 15:57:01,2.0,4.43,1.0,N,222,62,Credit Card,0.0,9.606033663055243,0.0,1.0,49.8,2.5,0.0
1,2023-06-28 23:33:41,2023-06-28 22:03:43,1.0,0.0,1.0,N,191,232,unknown,1.0,1.519327586778609,0.0,1.0,5.5,0.0,0.0
1,2023-06-30 19:15:17,2023-06-30 19:35:31,1.0,1.85,1.0,N,194,78,Credit Card,2.5,2.646540339236884,0.0,1.0,19.2,2.5,0.0
1,2023-06-29 19:35:16,2023-06-29 19:19:37,2.0,0.61,1.0,N,233,66,Credit Card,2.5,5.813863893396805,0.0,1.0,16.44,2.5,0.0
1,2023-06-30 16:00:14,2023-06-30 15:53:02,3.0,3.1,1.0,N,56,12,Cash,0.0,1.5765838182912917,0.0,1.0,30.1,2.5,0.0
1,2023-06-30 23:28:13,2023-06-30 23:51:41,1.0,4.57,1.0,N,176,238,Cash,1.0,2.318670424283644,0.0,1.0,33.2,2.5,0.0
1,2023-06-29 00:17:31,2023-06-28 23:11:39,,8.11,,,39,35,Wallet,0.0,3.349698280261521,0.0,1.0,31.83,,
1,2023-06-28 21:21:32,2023-06-28 22:30:47,1.0,2.76,1.0,N,222,101,Credit Card,1.0,4.465488892120158,0.0,1.0,25.3,2.5,0.0
0,2023-06-30 15:27:16,2023-06-30 15:39:38,1.0,1.0,1.0,N,233,50,Credit Card,2.5,1.5526927880393742,0.0,1.0,11.9,2.5,0.0
0,2023-06-29 16:13:48,2023-06-29 15:51:53,,1.4,,,143,208,Wallet,0.0,8.155894040722384,0.0,1.0,18.9,,
0,2023-06-28 21:17:43,2023-06-28 20:28:52,2.0,2.3,1.0,N,15,86,Credit Card,3.5,8.290014784279203,0.0,1.0,21.35,2.5,0.0
1,2023-06-28 20:02:41,2023-06-28 20:59:01,1.0,1.04,1.0,N,231,182,Credit Card,1.0,6.532656606731589,0.0,1.0,15.48,2.5,0.0
0,2023-06-29 20:18:41,2023-06-29 21:07:12,1.0,1.9,1.0,N,58,116,Credit Card,3.5,5.377005254858112,0.0,1.0,23.0,2.5,0.0
1,2023-06-29 19:44:24,2023-06-29 19:09:14,1.0,2.04,1.0,N,37,263,Credit Card,2.5,8.547138901838368,0.0,1.0,21.48,2.5,0.0
1,2023-06-29 20:35:47,2023-06-29 21:01:20,1.0,1.83,1.0,N,115,189,Credit Card,1.0,6.7791023493556795,0.0,1.0,21.32,2.5,0.0
1,2023-06-29 09:46:26,2023-06-29 11:24:45,1.0,1.15,1.0,N,182,184,Credit Card,0.0,2.3620227771350946,0.0,1.0,16.2,2.5,0.0
0,2023-06-30 15:13:56,2023-06-30 16:56:06,2.0,2.2,1.0,N,224,56,Credit Card,2.5,7.54420941744396,0.0,1.0,23.5,2.5,0.0
1,2023-06-30 11:59:05,2023-06-30 11:12:49,2.0,1.54,1.0,N,104,125,Credit Card,0.0,4.224219428760787,0.0,1.0,17.1,2.5,0.0
1,2023-06-28 19:52:30,2023-06-28 20:13:03,2.0,10.14,1.0,N,238,72,Credit Card,7.5,12.118288116633883,6.55,1.0,68.85,2.5,0.0
1,2023-06-29 21:25:48,2023-06-29 22:20:28,1.0,9.03,1.0,N,166,250,Credit Card,1.0,13.043812313555222,0.0,1.0,53.75,2.5,0.0
0,2023-06-28 23:51:00,2023-06-28 22:50:53,1.0,0.8,1.0,N,42,90,Credit Card,3.5,7.314772029498442,0.0,1.0,15.2,2.5,0.0
1,2023-06-28 21:07:53,2023-06-28 20:50:37,2.0,8.66,1.0,N,83,147,Credit Card,6.0,12.446365705939199,0.0,1.0,52.15,0.0,1.75
0,2023-06-29 21:16:54,2023-06-29 22:59:05,1.0,3.2,1.0,N,160,121,Credit Card,3.5,6.570444026713964,0.0,1.0,28.0,2.5,0.0
1,2023-06-29 13:15:32,2023-06-29 13:40:02,1.0,3.78,1.0,N,213,108,Credit Card,0.0,9.310366957709562,0.0,1.0,37.8,2.5,0.0
0,2023-06-28 18:14:42,2023-06-28 17:10:37,1.0,1.8,1.0,N,87,48,Credit Card,5.0,7.976236179774022,0.0,1.0,19.5,2.5,0.0
0,2023-06-29 19:35:45,2023-06-29 19:19:18,1.0,2.0,1.0,N,175,133,Cash,5.0,3.5662563493289308,0.0,1.0,19.3,2.5,0.0
0,2023-06-29 13:28:19,2023-06-29 14:42:07,2.0,16.7,2.0,N,14,59,Cash,2.5,2.68796251293961,6.55,1.0,80.55,2.5,0.0
1,2023-06-29 19:08:46,2023-06-29 19:50:12,2.0,3.26,1.0,N,243,139,Credit Card,1.0,2.5457150931192167,0.0,1.0,25.5,2.5,0.0
0,2023-06-28 19:33:18,2023-06-28 19:11:22,1.0,0.5,1.0,N,35,98,Cash,5.0,2.2221841502371746,0.0,1.0,11.6,2.5,0.0
1,2023-06-29 16:57:05,2023-06-29 16:11:48,1.0,2.71,1.0,N,260,73,Credit Card,2.5,6.3069677836057405,0.0,1.0,32.4,2.5,0.0
1,2023-06-30 21:22:30,2023-06-30 20:11:48,1.0,5.08,1.0,N,136,7,Credit Card,1.0,6.988889111125108,0.0,1.0,37.32,2.5,0.0
0,2023-06-28 19:37:17,2023-06-28 20:14:47,1.0,2.4,1.0,N,211,191,Credit Card,5.0,7.3965409212059745,0.0,1.0,27.35,2.5,0.0
0,2023-06-28 20:25:07,2023-06-28 19:54:45,2.0,2.9,1.0,N,118,133,Credit Card,3.5,4.169752315782423,0.0,1.0,23.85,2.5,0.0
0,2023-06-28 22:42:58,2023-06-28 22:04:18,1.0,1.4,1.0,N,264,65,Credit Card,3.5,5.737999853578661,0.0,1.0,15.45,2.5,0.0
1,2023-06-28 18:04:51,2023-06-28 18:38:00,1.0,0.75,1.0,N,5,112,Cash,2.5,1.7027139698405813,0.0,1.0,12.3,2.5,0.0
1,2023-06-29 15:28:13,2023-06-29 14:11:05,1.0,1.57,1.0,N,137,11,Credit Card,0.0,7.058044450061997,0.0,1.0,19.25,2.5,0.0
1,2023-06-29 16:13:30,2023-06-29 15:22:39,3.0,1.1,1.0,N,86,100,Credit Card,2.5,5.176128488344456,0.0,1.0,16.44,2.5,0.0
1,2023-06-29 13:33:00,2023-06-29 13:13:45,1.0,1.34,1.0,N,38,36,Credit Card,0.0,8.842633648714976,0.0,1.0,32.37,2.5,0.0
0,2023-06-28 17:54:04,2023-06-28 18:36:39,1.0,2.4,1.0,N,40,185,Credit Card,5.0,5.238206457526266,0.0,1.0,26.1,2.5,0.0
0,2023-06-28 19:23:55,2023-06-28 19:08:19,1.0,0.7,1.0,N,89,188,Credit Card,5.0,5.710887008565407,0.0,1.0,15.75,2.5,0.0
1,2023-06-30 16:53:17,2023-06-30 16:06:21,1.0,1.07,1.0,N,205,168,Credit Card,2.5,4.36148772957096,0.0,1.0,18.12,2.5,0.0
1,2023-06-28 18:04:23,2023-06-28 18:19:11,1.0,0.75,1.0,N,13,31,Credit Card,2.5,1.9151106005850291,0.0,1.0,13.3,2.5,0.0
1,2023-06-30 11:57:46,2023-06-30 13:37:49,2.0,1.5,1.0,N,96,46,Credit Card,0.0,4.663482503680383,0.0,1.0,18.48,2.5,0.0
1,2023-06-30 11:55:19,2023-06-30 12:19:20,,2.23,,,71,132,Wallet,0.0,1.4308108388726903,0.0,1.0,18.85,,
1,2023-06-28 18:49:38,2023-06-28 19:01:45,1.0,1.53,1.0,N,196,259,Credit Card,2.5,4.447115576704192,0.0,1.0,25.68,2.5,0.0
1,2023-06-30 23:18:09,2023-06-30 22:08:18,2.0,0.95,1.0,N,111,84,Cash,1.0,1.1195355806595342,0.0,1.0,13.6,2.5,0.0
1,2023-06-29 21:03:13,2023-06-29 19:50:30,2.0,0.8,1.0,N,145,22,Credit Card,1.0,1.4461159019860426,0.0,1.0,16.4,2.5,0.0
1,2023-06-29 14:24:18,2023-06-29 13:45:56,5.0,0.43,1.0,N,150,219,Credit Card,0.0,2.9591927968882494,0.0,1.0,10.92,2.5,0.0
1,2023-06-30 12:02:16,2023-06-30 12:02:05,1.0,0.09,1.0,N,255,24,Cash,0.0,0.2763133485368652,0.0,-1.0,-7.0,-2.5,0.0
1,2023-06-28 18:23:40,2023-06-28 19:12:00,1.0,1.61,1.0,N,254,87,Credit Card,2.5,6.175006875765731,0.0,1.0,24.1,2.5,0.0
1,2023-06-30 08:43:31,2023-06-30 09:38:11,2.0,3.09,1.0,N,61,9,Cash,0.0,0.3663731390657604,0.0,1.0,19.95,2.5,1.75
1,2023-06-30 11:50:16,2023-06-30 12:47:30,5.0,2.85,1.0,N,61,82,Cash,0.0,3.6165637515786706,0.0,1.0,28.7,2.5,0.0
1,2023-06-30 20:34:44,2023-06-30 21:16:20,1.0,2.85,1.0,N,243,120,Cash,1.0,1.662937313158963,0.0,1.0,24.8,2.5,0.0
1,2023-06-29 21:50:18,2023-06-29 21:32:09,1.0,2.04,1.0,N,89,263,Credit Card,1.0,3.4611599433998315,0.0,1.0,19.68,2.5,0.0
1,2023-06-30 09:12:12,2023-06-30 10:01:32,1.0,2.0,1.0,N,190,136,Credit Card,0.0,3.6322067854691067,0.0,1.0,24.64,2.5,0.0
0,2023-06-30 19:20:41,2023-06-30 17:47:50,1.0,1.5,1.0,N,65,52,Cash,2.5,1.0960460891663826,0.0,1.0,14.0,0.0,0.0
0,2023-06-29 21:32:13,2023-06-29 22:17:28,1.0,0.9,1.0,N,133,245,Cash,3.5,2.266197737437415,0.0,1.0,12.2,2.5,0.0
0,2023-06-30 23:41:03,2023-07-01 00:14:43,1.0,1.2,1.0,N,251,240,Credit Card,3.5,6.771387992106231,0.0,1.0,23.9,2.5,0.0
0,2023-06-30 00:35:42,2023-06-30 01:11:50,1.0,0.0,1.0,N,116,90,Credit Card,0.0,4.471362045688735,0.0,1.0,29.7,0.0,0.0
1,2023-06-29 14:53:34,2023-06-29 15:31:27,1.0,5.84,1.0,N,226,165,Credit Card,0.0,13.309245496873325,0.0,1.0,50.75,2.5,0.0
0,2023-06-29 23:46:09,2023-06-29 23:13:36,1.0,3.2,1.0,N,50,75,Credit Card,3.5,3.3494995605152837,0.0,1.0,20.4,2.5,0.0
1,2023-06-30 17:52:41,2023-06-30 16:40:31,1.0,1.95,1.0,N,60,55,Credit Card,2.5,6.763491433736718,0.0,1.0,25.68,2.5,0.0
0,2023-06-29 22:15:22,2023-06-29 22:20:20,1.0,1.8,1.0,N,179,50,Credit Card,3.5,4.02566503743714,0.0,1.0,19.7,2.5,0.0
0,2023-06-28 20:47:13,2023-06-28 21:42:21,1.0,3.5,1.0,N,214,35,Credit Card,3.5,7.294985186792407,0.0,1.0,27.7,2.5,0.0
1,2023-06-29 15:27:16,2023-06-29 14:31:51,1.0,1.86,1.0,N,95,25,Credit Card,0.0,3.0411618934663585,0.0,1.0,16.8,2.5,0.0
1,2023-06-30 04:03:08,2023-06-30 03:49:36,4.0,1.51,1.0,N,246,239,Credit Card,1.0,11.966755402655545,0.0,1.0,25.0,2.5,0.0
1,2023-06-30 11:49:28,2023-06-30 11:41:48,1.0,2.12,1.0,N,34,220,Credit Card,0.0,3.38885857444585,0.0,1.0,20.3,2.5,0.0
1,2023-06-30 18:45:31,2023-06-30 19:27:28,1.0,1.77,1.0,N,115,80,Credit Card,2.5,5.826101726103085,0.0,1.0,21.48,2.5,0.0
1,2023-06-29 17:30:29,2023-06-29 17:43:31,1.0,0.48,1.0,N,3,179,Credit Card,2.5,4.058800261654268,0.0,1.0,16.44,2.5,0.0
1,2023-06-30 11:10:15,2023-06-30 10:40:09,1.0,9.4,1.0,N,61,199,Credit Card,5.0,12.784607747686078,6.55,1.0,71.89,2.5,1.75
0,2023-06-29 18:02:53,2023-06-29 17:01:17,1.0,5.9,99.0,N,61,118,Credit Card,0.0,0.3914082500263949,0.0,1.0,28.0,0.0,0.0
1,2023-06-30 13:38:24,2023-06-30 15:31:59,1.0,0.54,1.0,N,88,13,Credit Card,0.0,4.68583912466506,0.0,1.0,11.76,2.5,0.0
1,2023-06-30 05:34:00,2023-06-30 06:36:50,2.0,12.24,1.0,N,245,194,Credit Card,5.0,17.222973295370984,6.55,1.0,80.94,2.5,0.0
1,2023-06-30 16:35:41,2023-06-30 15:42:38,1.0,1.11,1.0,N,198,52,Credit Card,0.0,5.100475228105341,0.0,1.0,17.64,2.5,0.0
1,2023-06-28 22:23:35,2023-06-28 22:35:09,1.0,1.7,1.0,N,219,52,Credit Card,1.0,3.970653839294389,0.0,1.0,18.53,2.5,0.0
1,2023-06-29 19:23:10,2023-06-29 19:35:05,5.0,2.23,1.0,N,196,264,Credit Card,2.5,6.674197980451906,0.0,1.0,29.04,2.5,0.0
1,2023-06-30 14:29:49,2023-06-30 15:21:05,1.0,2.27,1.0,N,87,130,Credit Card,0.0,4.03073580097311,0.0,1.0,22.68,2.5,0.0
1,2023-06-30 11:05:15,2023-06-30 12:24:33,2.0,10.09,1.0,N,9,221,Credit Card,0.0,11.45005183655531,0.0,1.0,56.28,2.5,0.0
1,2023-06-29 18:55:13,2023-06-29 19:58:02,2.0,1.11,1.0,N,57,173,Credit Card,2.5,4.7563595767465685,0.0,1.0,22.8,2.5,0.0
1,2023-06-30 15:42:00,2023-06-30 16:49:56,1.0,0.9,1.0,N,148,259,Credit Card,0.0,3.2178971002235643,0.0,1.0,12.9,2.5,0.0
0,2023-06-28 18:26:01,2023-06-28 20:10:07,0.0,0.9,1.0,N,127,161,Credit Card,5.0,7.23052151840609,0.0,1.0,16.4,2.5,0.0
1,2023-06-30 21:00:10,2023-06-30 19:35:54,1.0,3.75,1.0,N,234,79,Credit Card,1.0,7.2009082282484105,0.0,1.0,29.9,2.5,0.0
1,2023-06-28 20:13:52,2023-06-28 20:15:32,2.0,18.17,2.0,N,143,243,Credit Card,0.0,18.10519932320501,0.0,1.0,89.75,2.5,1.75
1,2023-06-30 22:18:55,2023-06-30 22:07:52,1.0,0.36,1.0,N,125,262,Credit Card,1.0,2.1377095026661643,0.0,1.0,8.28,0.0,0.0
0,2023-06-28 20:30:40,2023-06-28 20:19:46,1.0,1.1,1.0,N,217,155,Credit Card,3.5,6.376431681613988,0.0,1.0,16.1,2.5,0.0
0,2023-06-28 21:38:13,2023-06-28 21:55:30,1.0,1.2,1.0,N,152,99,Credit Card,3.5,4.066039910339265,0.0,1.0,13.9,2.5,0.0
0,2023-06-28 22:24:14,2023-06-29 00:26:30,,18.6,,,205,228,Wallet,1.75,14.565008552108116,6.55,1.0,94.64,,
1,2023-06-28 17:43:08,2023-06-28 18:58:05,2.0,1.37,1.0,N,245,176,Credit Card,2.5,5.3825479621580445,0.0,1.0,23.16,2.5,0.0
0,2023-06-29 20:25:09,2023-06-29 19:31:37,1.0,2.1,1.0,N,203,39,Credit Card,3.5,6.932023609109038,0.0,1.0,21.35,2.5,0.0
0,2023-06-29 17:48:49,2023-06-29 18:58:07,,7.0,,,4,83,Wallet,2.5,11.646002628352566,0.0,1.0,52.79,,
1,2023-06-29 19:57:27,2023-06-29 19:38:29,1.0,0.76,1.0,N,190,156,Credit Card,2.5,4.287037627834085,0.0,1.0,15.4,2.5,0.0
1,2023-06-29 03:39:23,2023-06-29 03:05:36,5.0,18.23,1.0,N,178,251,Credit Card,1.0,18.110114986610274,0.0,1.0,95.28,2.5,0.0
1,2023-06-30 14:09:48,2023-06-30 14:05:03,1.0,1.44,1.0,N,217,61,Credit Card,0.0,5.056453367297271,0.0,1.0,16.8,2.5,0.0
0,2023-06-29 14:22:30,2023-06-29 12:48:50,1.0,0.8,1.0,N,108,156,Credit Card,2.5,4.351524927454362,0.0,1.0,15.1,2.5,0.0
1,2023-06-30 20:40:36,2023-06-30 19:37:20,1.0,3.02,1.0,N,95,71,Credit Card,1.0,6.611058937215821,0.0,1.0,28.08,2.5,0.0
1,2023-06-28 18:26:55,2023-06-28 18:39:34,1.0,1.86,1.0,N,52,188,Credit Card,2.5,3.0314719626432463,0.0,1.0,21.3,2.5,0.0
1,2023-06-28 21:24:29,2023-06-28 22:52:26,2.0,1.47,1.0,N,188,39,Credit Card,1.0,7.613451390232591,0.0,1.0,17.16,2.5,0.0
1,2023-06-28 19:07:08,2023-06-28 20:37:10,1.0,1.54,1.0,N,139,31,Cash,1.0,1.386731269926647,0.0,1.0,16.4,2.5,0.0
1,2023-06-29 16:01:16,2023-06-29 17:02:34,1.0,17.35,2.0,N,184,212,Credit Card,0.0,6.667990726918591,6.55,1.0,87.3,2.5,1.75
1,2023-06-29 18:26:53,2023-06-29 20:09:48,1.0,3.56,1.0,N,231,18,Credit Card,2.5,5.038883792612433,0.0,1.0,32.4,2.5,0.0
1,2023-06-29 13:42:35,2023-06-29 15:00:01,1.0,3.27,1.0,N,69,95,Credit Card,0.0,8.941670254073635,0.0,1.0,36.75,2.5,0.0
1,2023-06-28 20:26:25,2023-06-28 20:33:51,2.0,1.85,1.0,N,151,60,unknown,6.0,3.984224089180236,0.0,1.0,21.35,0.0,1.75
1,2023-06-30 11:58:03,2023-06-30 11:08:00,1.0,0.55,1.0,N,150,225,Credit Card,0.0,2.6961571473435044,0.0,1.0,10.8,2.5,0.0
1,2023-06-30 14:30:22,2023-06-30 14:15:32,1.0,1.28,1.0,N,60,97,Credit Card,0.0,2.5587944053034937,0.0,1.0,14.8,2.5,0.0
1,2023-06-29 22:09:30,2023-06-29 21:23:15,5.0,1.34,1.0,N,13,82,Credit Card,1.0,5.597063877316109,0.0,1.0,18.0,2.5,0.0
1,2023-06-30 19:34:25,2023-06-30 20:47:33,1.0,2.14,1.0,N,231,9,Credit Card,1.0,6.150360634458952,0.0,1.0,23.88,2.5,0.0
0,2023-06-28 23:19:11,2023-06-28 23:12:09,0.0,5.9,1.0,N,26,226,Credit Card,1.0,8.059897196816447,0.0,1.0,34.32,0.0,0.0
0,2023-06-29 00:49:15,2023-06-29 02:37:24,1.0,1.3,1.0,N,184,199,Credit Card,3.5,5.948697700331239,0.0,1.0,16.3,2.5,0.0
1,2023-06-29 13:28:33,2023-06-29 12:59:27,1.0,2.97,1.0,N,170,67,Credit Card,0.0,7.105953372005055,0.0,1.0,29.12,2.5,0.0
1,2023-06-30 16:45:46,2023-06-30 16:42:38,1.0,1.13,1.0,N,107,84,Credit Card,2.5,1.3206029121389782,0.0,1.0,16.1,2.5,0.0
1,2023-06-29 15:44:47,2023-06-29 16:12:13,1.0,1.59,1.0,N,263,159,Credit Card,2.5,5.654483660111566,0.0,1.0,21.48,2.5,0.0
1,2023-06-30 20:59:47,2023-06-30 20:08:14,1.0,14.4,1.0,N,69,150,Credit Card,1.0,15.34637632345506,0.0,1.0,76.0,0.0,1.75
0,2023-06-28 16:35:44,2023-06-28 17:35:49,1.0,3.5,1.0,N,177,259,Credit Card,5.0,9.046268282434493,0.0,1.0,44.2,2.5,0.0
1,2023-06-30 14:24:17,2023-06-30 15:11:23,1.0,18.5,4.0,N,228,8,Credit Card,5.0,22.58660184984406,6.55,1.0,133.57,0.0,1.75
1,2023-06-30 18:37:07,2023-06-30 18:55:23,1.0,0.96,1.0,N,97,209,Credit Card,2.5,6.74596038503355,0.0,1.0,17.28,2.5,0.0
1,2023-06-29 15:35:02,2023-06-29 15:58:36,2.0,1.81,1.0,N,60,79,Credit Card,2.5,9.39142504659965,0.0,1.0,37.44,2.5,0.0
0,2023-06-30 00:25:33,2023-06-30 00:22:07,1.0,2.6,1.0,N,191,44,Credit Card,3.5,4.982220207377368,0.0,1.0,24.6,2.5,0.0
0,2023-06-29 21:17:04,2023-06-29 21:57:38,1.0,1.4,1.0,N,176,85,Credit Card,3.5,4.976142868721068,0.0,1.0,15.45,2.5,0.0
0,2023-06-30 01:00:44,2023-06-30 01:26:59,1.0,3.0,1.0,N,132,261,Credit Card,3.5,7.704919362648557,0.0,1.0,23.05,2.5,0.0
0,2023-06-29 08:12:15,2023-06-29 08:24:30,1.0,0.7,1.0,N,48,177,Credit Card,2.5,5.497255713832891,0.0,1.0,15.1,2.5,0.0
